AttribID	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
12208		1|1|1		0.5	m7_s003_l	4	0.5	255|224|178|158		36|249|214|81		255|225|181|128		m7_s003_r	4	0.5	255|224|178|158		36|249|214|81		255|225|181|128										
12209		1|1|1		0.5	m7_s003_l	4	0.5	255|255|255|223		255|50|50|0		78|64|64|90		m7_s003_r	4	0.5	255|255|255|223		255|50|50|0		78|64|64|90										
12210		1|1|1		0.5	m7_s004_l	4	0.5	255|255|255|255		46|255|255|111		255|211|71|65		m7_s004_r	4	0.5	255|255|255|255		46|255|255|111		255|211|71|65										
12211		1|1|1		0.5	m7_s004_l	4	0.5	255|255|255|255		44|133|255|19		255|255|255|50		m7_s004_r	4	0.5	255|255|255|255		44|133|255|19		255|255|255|50										
12212		1|1|1		0.5	m7_s004_l	4	0.5	255|255|255|211		255|5|5|21		241|249|255|36		m7_s004_r	4	0.5	255|255|255|211		255|5|5|21		241|249|255|36										
12213		1|1|1		0.5	m7_s005_l	4	0.5	226|226|226|223		255|99|14|86		0|255|244|180		m7_s005_r	4	0.5	226|226|226|223		255|99|14|86		0|255|244|180										
12214		1|1|1		0.5	m7_s005_l	4	0.5	198|241|255|233		38|90|215|84		253|155|80|86		m7_s005_r	4	0.5	198|241|255|233		38|90|215|84		253|155|80|86										
12215		1|1|1		0.5	m7_s005_l	4	0.5	195|195|255|174		255|68|0|131		84|120|255|125		m7_s005_r	4	0.5	195|195|255|174		255|68|0|131		84|120|255|125										
12216		1|1|1		0.5	m7_s006_l	4	0.5	255|245|228|247		255|136|59|112		41|255|122|168		m7_s006_r	4	0.5	255|245|228|247		255|136|59|112		41|255|122|168										
12217		1|1|1		0.5	m7_s006_l	4	0.5	221|234|255|236		250|253|78|204		58|149|255|86		m7_s006_r	4	0.5	221|234|255|236		250|253|78|204		58|149|255|86										
12218		1|1|1		0.5	m7_s006_l	4	0.5	255|246|234|255		255|29|29|255		255|207|155|45		m7_s006_r	4	0.5	255|246|234|255		255|29|29|255		255|207|155|45										
12219		1|1|1		0.5	m7_s007_l	4	0.5	255|139|50|133		255|225|179|172		255|79|0|48		m7_s007_r	4	0.5	255|139|50|133		255|225|179|172		255|79|0|48										
12220		1|1|1		0.5	m7_s007_l	4	0.5	255|255|255|148		78|152|255|142		227|174|255|101		m7_s007_r	4	0.5	255|255|255|148		78|152|255|142		227|174|255|101										
12221		1|1|1		0.5	m7_s007_l	4	0.5	255|229|174|141		255|184|78|177		58|140|255|42		m7_s007_r	4	0.5	255|229|174|141		255|184|78|177		58|140|255|42										
12222		1|1|1		0.5	m7_s008_l	4	0.5	68|159|234|61		255|226|176|115		241|255|252|236		m7_s008_r	4	0.5	68|159|234|61		255|226|176|115		241|255|252|236										
12223		1|1|1		0.5	m7_s008_l	4	0.5	255|67|63|88		249|253|255|147		255|255|255|255		m7_s008_r	4	0.5	255|67|63|88		249|253|255|147		255|255|255|255										
12224		1|1|1		0.5	m7_s008_l	4	0.5	82|255|147|133		255|228|159|113		240|255|255|239		m7_s008_r	4	0.5	82|255|147|133		255|228|159|113		240|255|255|239										
12225		1|1|1		0.5	m7_s009_l	4	0.5	255|195|39|120		255|252|247|134		54|155|255|172		m7_s009_r	4	0.5	255|195|39|120		255|252|247|134		54|155|255|172										
12226		1|1|1		0.5	m7_s009_l	4	0.5	80|255|89|252		255|253|247|157		255|143|1|171		m7_s009_r	4	0.5	80|255|89|252		255|253|247|157		255|143|1|171										
12227		1|1|1		0.5	m7_s009_l	4	0.5	255|86|86|255		255|251|234|133		255|155|65|123		m7_s009_r	4	0.5	255|86|86|255		255|251|234|133		255|155|65|123										
12228		1|1|1		0.5	m7_s010_l	4	0.5	157|251|169|137		255|251|121|139		223|255|227|255		m7_s010_r	4	0.5	157|251|169|137		255|251|121|139		223|255|227|255										
12229		1|1|1		0.5	m7_s010_l	4	0.5	61|207|255|74		255|185|121|105		255|209|151|224		m7_s010_r	4	0.5	61|207|255|74		255|185|121|105		255|209|151|224										
12230		1|1|1		0.5	m7_s010_l	4	0.5	140|140|144|106		255|255|255|86		142|255|241|255		m7_s010_r	4	0.5	140|140|144|106		255|255|255|86		142|255|241|255										
12231		1|1|1	1	0.5	m7_s011_l	0	0.5	255|211|95|152		229|255|264|211		185|255|226|188		m7_s011_r	0	0.5	255|211|95|152		229|255|264|211		185|255|226|188										
12232		1|1|1		0.5	m7_s011_l	4	0.5	255|39|39|243		255|248|240|229		255|175|146|168		m7_s011_r	4	0.5	255|39|39|243		255|248|240|229		255|175|146|168										
12233		1|1|1		0.5	m7_s011_l	4	0.5	228|159|10|188		238|255|236|223		255|198|114|150		m7_s011_r	4	0.5	228|159|10|188		238|255|236|223		255|198|114|150										
12234		1|1|1		0.5	m7_s012_l	4	0.5	255|50|50|153		253|194|106|158		255|246|217|211		m7_s012_r	4	0.5	255|50|50|153		253|194|106|158		255|246|217|211										
12235		1|1|1		0.5	m7_s012_l	4	0.5	69|255|201|171		208|237|255|136		255|249|200|255		m7_s012_r	4	0.5	69|255|201|171		208|237|255|136		255|249|200|255										
12236		1|1|1		0.5	m7_s012_l	4	0.5	110|102|83|23		232|251|258|115		255|226|151|231		m7_s012_r	4	0.5	110|102|83|23		232|251|258|115		255|226|151|231										
12237		1|1|1			m7_s013_l	1		26|26|26|126		255|48|48|255		165|53|53|255		m7_s013_r	1		26|26|26|126		255|48|48|255		165|53|53|255										
12238		1|1|1			m7_s013_l	1		58|14|31|126		255|215|48|255		165|53|53|255		m7_s013_r	1		58|14|31|126		255|215|48|255		165|53|53|255										
12239		1|1|1			m7_s013_l	1		255|255|255|255		255|206|48|255		0|187|109|255		m7_s013_r	1		255|255|255|255		255|206|48|255		0|187|109|255										
12240		1|1|1			m7_s014_l	1		251|79|79|221		99|222|255|193		106|255|193|213		m7_s014_r	1		251|79|79|221		99|222|255|193		106|255|193|213										
12241		1|1|1			m7_s014_l	1		255|246|223|178		249|159|89|163		255|120|46|176		m7_s014_r	1		255|246|223|178		249|159|89|163		255|120|46|176										
12242		1|1|1			m7_s014_l	1		118|229|251|187		123|107|240|43		255|179|67|127		m7_s014_r	1		118|229|251|187		123|107|240|43		255|179|67|127										
12301		1|1|1		0.1	f7_s001	4	0.1	84|106|255|177		128|253|227|209		255|230|149|129																			
12302		1|1|1		0.1	f7_s001	4	0.1	255|237|93|255		195|255|252|212		255|197|93|153																			
12303		1|1|1	1	0.1	f7_s001	0	0.1	196|60|33|255		255|221|170|176		240|210|197|164																			
12304		1|1|1	1	0.1	f7_s002	0	0.1	31|227|255|255		225|185|255|179		82|147|255|182																			
12305		1|1|1		-0.02	f7_s002	4	-0.02	255|192|114|255		255|234|198|245		252|255|54|255																			
12306		1|1|1		0.1	f7_s002	4	0.1	245|166|166|255		202|250|255|231		193|191|191|255																			
12307		1|1|1	1	0.1	f7_s003	0	0.1	255|182|91|211		213|255|193|188		187|255|174|240																			
12308		1|1|1		0.1	f7_s003	4	0.1	255|117|89|228		249|231|157|187		255|89|89|160																			
12309		1|1|1		0.1	f7_s003	4	0.1	138|192|255|255		255|191|232|104		215|104|255|107																			
12310		1|1|1		0.01	f7_s004	4	0.01	24|160|172|225		187|196|255|189		255|216|0|0																			
12311		1|1|1		0.01	f7_s004	4	0.01	54|213|255|211		225|212|142|201		18|215|255|0																			
12312		1|1|1		0.01	f7_s004	4	0.01	255|171|44|136		255|223|140|255		255|123|22|0																			
12313		1|1|1	1	-0.01	f7_s005	0	-0.01	169|188|206|243		179|164|164|168		255|173|99|163																			
12314		1|1|1	1	-0.12	f7_s005	0	-0.12	226|148|255|232		235|179|255|212		169|251|244|204																			
12315		1|1|1		-0.13	f7_s005	4	-0.13	160|157|255|110		133|209|255|238		200|168|255|255																			
12316		1|1|1		0.47	f7_s006	4	0.47	120|234|126|160		255|231|155|184		170|220|255|154																			
12317		1|1|1		0.47	f7_s006	4	0.47	256|118|235|155		255|176|233|172		217|220|255|192																			
12318		1|1|1		0.47	f7_s006	4	0.47	133|103|251|83		188|179|255|144		255|224|185|161																			
12319		1|1|1		0.04	f7_s007	4	0.04	170|159|255|219		125|222|255|149		217|255|244|166																			
12320		1|1|1		0.04	f7_s007	4	0.04	255|170|119|214		255|255|255|217		255|196|91|153																			
12321		1|1|1		0.04	f7_s007	4	0.04	255|178|246|211		255|206|217|192		255|223|243|139																			
12322		1|1|1		0.01	f7_s008	4	0.01	247|121|212|204		165|241|232|208		255|251|249|133																			
12323		1|1|1		0.01	f7_s008	4	0.01	153|167|255|126		183|255|155|255		73|217|255|104																			
12324		1|1|1		0.01	f7_s008	4	0.01	255|159|56|86		255|222|138|235		255|240|208|80																			
12325		1|1|1		0.03	f7_s009	4	0.03	48|255|152|208		241|255|178|219		225|241|255|208																			
12326		1|1|1		0.03	f7_s009	4	0.03	255|81|52|169		181|168|160|210		230|230|230|174																			
12327		1|1|1		0.03	f7_s009	4	0.03	197|110|262|210		255|198|198|223		246|240|255|203																			
12328		1|1|1		0.5	f7_s010	4	0.5	69|203|215|201		0|149|255|148		183|219|255|131																			
12329		1|1|1		0.5	f7_s010	4	0.5	255|230|165|225		255|166|54|117		232|255|230|172																			
12330		1|1|1		0.5	f7_s010	4	0.5	226|189|255|187		214|99|255|139		198|234|255|144																			
12331		1|1|1		0.5	f7_s011	4	0.5	211|235|255|176		189|219|255|172		162|149|255|98																			
12332		1|1|1		0.5	f7_s011	4	0.5	255|233|176|164		255|255|255|255		255|135|86|61																			
12333		1|1|1		0.5	f7_s011	4	0.5	255|245|234|212		255|229|123|185		20|235|255|123																			
12334		1|1|1		0.5	f7_s012	4	0.5	255|128|31|64		255|212|179|163		255|252|211|199																			
12335		1|1|1		0.5	f7_s012	4	0.5	255|93|243|101		255|195|248|161		187|193|255|128																			
12336		1|1|1		0.5	f7_s012	4	0.5	255|253|241|88		56|188|232|156		255|225|163|168																			
12337		1|1|1	1		f7_s013	0		255|244|103|172		255|0|237|255		255|142|237|171																			
12338		1|1|1	1		f7_s013	0		255|222|172|255		241|255|153|255		144|186|255|255																			
12339		1|1|1	1		f7_s013	0		255|236|84|255		255|255|255|255		54|54|54|255																			
12340		1|1|1			f7_s014	1		179|196|255|198		108|182|255|203		246|99|255|209																			
12341		1|1|1			f7_s014	1		201|251|207|230		255|160|74|195		55|230|187|201																			
12342		1|1|1			f7_s014	1		255|202|244|204		247|98|206|196		255|74|101|185																			
12401		1|1|1			f8_q001	1		255|205|0|255		210|255|223|255		235|110|255|255		m3_s001_R	4	0.5	157|255|255|209		151|255|212|174		255|221|161|155										
12402		1|1|1			f8_q001	1		255|255|255|255		74|74|74|255		240|3|3|255		m3_s001_R	4	0.5	145|136|255|80		193|174|255|204		219|241|255|171										
12403		1|1|1			f8_q001	1		255|119|119|255		183|174|255|255		240|3|106|255		m3_s001_R	4	0.5	230|192|110|106		219|199|148|179		255|241|213|168										
12404		1|1|1	1		f8_q002	0		109|82|255|255		255|255|255|255		99|191|54|255		m3_s006_R	4	0.5	170|164|136|255		223|190|190|161		165|128|128|195										
12405		1|1|1	1		f8_q002	0		103|173|255|255		238|238|255|208		255|255|255|255		m3_s006_R	4	0.5	255|170|170|211		255|133|133|145		255|187|187|133										
12406		1|1|1			f8_q002	1		168|28|89|255		255|125|203|255		255|255|255|255		m3_s006_R	4	0.5	189|187|129|171		255|252|159|150		200|185|151|164										
12407		1|1|1	1		f8_q003	0		255|76|76|29		103|248|255|255		255|255|255|255		m3_s007_R	4	0.5	213|230|232|177		216|189|255|206		211|156|253|75										
12408		1|1|1	1		f8_q003	0		255|140|18|255		193|189|63|255		99|255|197|255		m3_s007_R	4	0.5	255|228|189|192		255|200|170|134		255|195|178|121										
12409		1|1|1	1		f8_q003	0		222|74|255|255		255|255|255|255		246|255|91|255		m3_s007_R	4	0.5	255|247|189|163		146|255|246|158		149|255|255|126										
12410		1|1|1	1		f8_q004	0		109|255|73|110		255|197|46|255		255|255|255|255		m3_s003_R	4	0.5	255|243|193|161		206|197|127|212		198|222|255|255										
12411		1|1|1			f8_q004	1		255|86|250|255		255|255|255|255		240|255|103|255		m3_s003_R	4	0.5	221|203|105|125		255|244|187|182		179|158|136|133										
12412		1|1|1			f8_q004	1		255|0|0|255		255|255|255|255		255|217|61|255		m3_s003_R	4	0.5	255|249|232|172		133|159|255|125		149|150|255|141										
12413		1|1|1	1		f8_q005	0		28|28|28|255		255|255|255|255		255|228|159|212		m3_s004_R	4	0.5	151|144|118|236		196|182|99|255		198|196|176|137										
12414		1|1|1			f8_q005	1		87|0|142|255		255|245|118|255		255|255|255|255		m3_s004_R	4	0.5	198|185|75|125		255|231|135|148		255|242|172|42										
12415		1|1|1	1		f8_q005	0		95|4|4|255		255|255|255|255		255|255|255|255		m3_s004_R	4	0.5	218|225|195|97		245|253|255|128		255|254|227|80										
12416		1|1|1			f8_q006	1		70|92|155|255		255|255|255|198		255|163|0|37		m3_s005_R	4	0.5	213|194|194|187		151|150|139|107		135|125|125|190										
12417		1|1|1			f8_q006	1		133|255|204|255		255|255|255|198		255|167|35|37		m3_s005_R	4	0.5	255|247|213|42		255|249|200|133		255|243|153|67										
12418		1|1|1			f8_q006	1		255|133|206|255		255|255|255|198		255|216|0|37		m3_s005_R	4	0.5	176|171|132|0		179|171|133|78		255|253|232|0										
12419		1|1|1	1		f8_q007	0		255|50|50|255		255|255|255|255		255|255|255|255		m3_s002_R	4	0.5	165|225|255|166		251|217|127|177		144|186|255|148										
12420		1|1|1	1		f8_q007	0		255|50|164|255		236|206|255|255		255|255|255|121		m3_s002_R	4	0.5	255|212|119|158		129|96|67|163		238|204|173|182										
12421		1|1|1	1		f8_q007	0		155|125|125|255		37|32|46|255		255|255|255|235		m3_s002_R	4	0.5	225|255|246|179		236|214|166|255		183|232|241|172										
12422		1|1|1	1		f8_q008	0		89|76|241|255		131|152|255|255		247|69|146|141		m3_s008_R	4	0.5	221|78|78|163		204|196|150|219		106|83|83|35										
12423		1|1|1	1		f8_q008	0		241|76|230|255		221|221|221|255		247|183|69|141		m3_s008_R	4	0.5	255|231|99|161		209|217|134|184		176|161|146|133										
12424		1|1|1	1		f8_q008	0		76|241|159|255		221|221|221|255		247|69|69|141		m3_s008_R	4	0.5	108|194|255|128		181|227|255|161		155|167|245|157										
12425		1|1|1			f8_q009	1		58|255|189|255		255|255|255|255		255|195|88|182		m3_s009_R	4	0.1	156|225|228|255		255|175|56|188		255|206|206|255										
12426		1|1|1			f8_q009	1		255|58|184|255		223|225|255|255		255|88|202|182		m3_s009_R	4	0.1	156|225|228|255		182|140|255|199		255|206|206|255										
12427		1|1|1			f8_q009	1		113|58|255|255		223|225|255|255		221|249|255|255		m3_s009_R	4	0.1	156|225|228|255		56|255|205|225		206|208|255|255										
12428		1|1|1			f8_q010	1		255|7|7|255		243|48|48|255		22|22|22|184		m3_s001_R	4	0.5	157|255|255|209		151|255|212|174		255|221|161|155										
12429		1|1|1			f8_q010	1		97|255|196|255		255|255|255|255		149|141|20|184		m3_s001_R	4	0.5	230|192|110|106		219|199|148|179		255|241|213|168										
12430		1|1|1			f8_q010	1		97|255|196|255		255|191|54|255		126|20|149|184		m3_s001_R	4	0.5	145|136|255|80		193|174|255|204		219|241|255|171										
12431		1|1|1	1		f8_q011	0		95|0|0|255		255|255|255|255		255|255|255|255		m3_s001_R	4	0.5	157|255|255|209		151|255|212|174		255|221|161|155										
12432		1|1|1			f8_q011	1		232|232|232|255		173|63|255|255		155|123|255|255		m3_s001_R	4	0.5	230|192|110|106		219|199|148|179		255|241|213|168										
12433		1|1|1			f8_q011	1		99|177|255|255		255|255|255|255		56|56|56|255		m3_s001_R	4	0.5	145|136|255|80		193|174|255|204		219|241|255|171										
12434		1|1|1	1		f8_q012	0		255|170|20|255		255|255|255|255		255|69|69|255																			
12435		1|1|1			f8_q012	1		211|18|38|255		255|255|255|255		255|255|255|255																			
12436		1|1|1			f8_q012	1		198|23|23|255		255|255|255|255		255|153|0|255																			
12437		1|1|1			f8_q013	1		48|48|48|255		255|226|0|129		255|255|255|255																			
12438		1|1|1			f8_q013	1		106|0|0|255		255|184|33|255		255|193|33|255																			
12439		1|1|1			f8_q013	1		0|106|106|255		33|255|53|255		151|255|33|255																			
12440		1|1|1			f8_q014	1		226|238|255|243		255|225|193|184		255|78|133|224																			
12441		1|1|1	1		f8_q014	0		245|223|223|228		80|97|213|163		255|181|181|255																			
12442		1|1|1			f8_q014	1		255|247|243|255		46|163|158|176		171|76|230|255																			
12501		1|1|1	1	0.38	f3_d001_l	4	0.38	232|193|157|54		251|187|120|131		241|221|177|131		f3_d001_r	4	0.38	232|193|157|54		251|187|120|131		241|221|177|131										
12502		1|1|1	1	0.38	f3_d001_l	4	0.38	234|186|84|97		232|226|193|152		255|237|191|176		f3_d001_r	4	0.38	234|186|84|97		232|226|193|152		255|237|191|176										
12503		1|1|1	1	0.38	f3_d001_l	4	0.38	245|110|169|106		230|222|188|148		232|232|232|244		f3_d001_r	4	0.38	245|110|169|106		230|222|188|148		232|232|232|244										
12504		1|1|1	1	0.43	f3_d004_l	4	0.43	249|88|111|166		219|209|127|88		116|217|226|171		f3_d004_r	4	0.43	249|88|111|166		219|209|127|88		116|217|226|171										
12505		1|1|1	1	0.43	f3_d004_l	4	0.43	178|112|70|172		225|215|191|171		210|194|145|139		f3_d004_r	4	0.43	178|112|70|172		225|215|191|171		210|194|145|139										
12506		1|1|1	1	0.43	f3_d004_l	4	0.43	245|115|93|180		236|182|125|128		206|203|192|179		f3_d004_r	4	0.43	245|115|93|180		236|182|125|128		206|203|192|179										
12507		1|1|1	1	0.5	f3_d002_l	4	0.5	219|103|129|74		216|223|195|15		174|148|62|62		f3_d002_r	4	0.5	219|103|129|74		216|223|195|15		174|148|62|62										
12508		1|1|1	1	0.5	f3_d002_l	4	0.5	225|119|143|61		237|238|210|133		148|134|123|78		f3_d002_r	4	0.5	225|119|143|61		237|238|210|133		148|134|123|78										
12509		1|1|1	1	0.5	f3_d002_l	4	0.5	223|95|111|64		241|178|64|35		196|95|106|61		f3_d002_r	4	0.5	223|95|111|64		241|178|64|35		196|95|106|61										
12510		1|1|1	1	0.47	f3_d006_l	4	0.47	255|230|165|104		253|166|109|163		129|45|45|74		f3_d006_r	4	0.47	255|230|165|104		253|166|109|163		129|45|45|74										
12511		1|1|1	1	0.47	f3_d006_l	4	0.47	255|214|106|102		92|200|151|196		33|74|29|56		f3_d006_r	4	0.47	255|214|106|102		92|200|151|196		33|74|29|56										
12512		1|1|1	1	0.47	f3_d006_l	4	0.47	226|56|95|94		221|84|84|126		236|186|111|85		f3_d006_r	4	0.47	226|56|95|94		221|84|84|126		236|186|111|85										
12513		1|1|1	1	0.43	f3_d007_l	4	0.43	226|225|173|85		245|130|208|29		255|214|43|50		f3_d007_r	4	0.43	226|225|173|85		245|130|208|29		255|214|43|50										
12514		1|1|1	1	0.43	f3_d007_l	4	0.43	238|236|171|91		221|167|71|88		78|208|170|158		f3_d007_r	4	0.43	238|236|171|91		221|167|71|88		78|208|170|158										
12515		1|1|1	1	0.43	f3_d007_l	4	0.43	245|191|212|106		215|65|117|96		133|50|255|51		f3_d007_r	4	0.43	245|191|212|106		215|65|117|96		133|50|255|51										
12516		1|1|1	1	0.54	f3_d005_l	4	0.54	236|188|104|125		133|89|24|31		63|155|193|74		f3_d005_r	4	0.54	236|188|104|125		133|89|24|31		63|155|193|74										
12517		1|1|1	1	0.54	f3_d005_l	4	0.54	91|223|174|188		23|114|73|141		255|195|119|23		f3_d005_r	4	0.54	91|223|174|188		23|114|73|141		255|195|119|23										
12518		1|1|1	1	0.55	f3_d005_l	4	0.55	243|91|100|70		144|32|62|128		255|173|71|13		f3_d005_r	4	0.55	243|91|100|70		144|32|62|128		255|173|71|13										
12519		1|1|1	1	0.44	f3_d003_l	4	0.44	118|96|189|161		100|141|221|72		99|124|217|185		f3_d003_r	4	0.44	118|96|189|161		100|141|221|72		99|124|217|185										
12520		1|1|1	1	0.44	f3_d003_l	4	0.44	245|61|171|113		255|129|183|69		181|104|189|121		f3_d003_r	4	0.44	245|61|171|113		255|129|183|69		181|104|189|121										
12521		1|1|1	1	0.44	f3_d003_l	4	0.44	174|43|89|99		234|127|140|90		166|134|77|255		f3_d003_r	4	0.44	174|43|89|99		234|127|140|90		166|134|77|255										
12522		1|1|1	1	0.46	f3_d008_l	4	0.46	231|190|249|115		247|239|222|118		144|123|113|113		f3_d008_r	4	0.46	231|190|249|115		247|239|222|118		144|123|113|113										
12523		1|1|1	1	0.46	f3_d008_l	4	0.46	238|36|36|82		221|170|60|90		166|121|148|174		f3_d008_r	4	0.46	238|36|36|82		221|170|60|90		166|121|148|174										
12524		1|1|1	1	0.1	f3_d008_l	4	0.1	27|198|177|117		249|242|205|96		109|142|179|150		f3_d008_r	4	0.1	27|198|177|117		249|242|205|96		109|142|179|150										
12525		1|1|1	1	0.1	f3_d009_l	4	0.1	255|48|48|255		221|171|63|255		106|88|84|208		f3_d009_r	4	0.1	255|48|48|255		221|171|63|255		106|88|84|208										
12526		1|1|1	1	0.1	f3_d009_l	4	0.1	48|195|255|255		187|187|187|255		84|85|106|208		f3_d009_r	4	0.1	48|195|255|255		187|187|187|255		84|85|106|208										
12527		1|1|1	1	0.1	f3_d009_l	4	0.1	255|125|208|255		187|187|187|255		106|97|97|208		f3_d009_r	4	0.1	255|125|208|255		187|187|187|255		106|97|97|208										
12528		1|1|1		0.38	f3_d001_l	4	0.38	232|193|157|54		251|187|120|131		241|221|177|131																			
12529		1|1|1		0.38	f3_d001_l	4	0.38	234|186|84|97		232|226|193|152		255|237|191|176																			
12530		1|1|1		0.38	f3_d001_l	4	0.38	245|110|169|106		230|222|188|148		232|232|232|244																			
